idx,bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
3103,0.75,ID,31026,Channel Partner,SMB,,design and provide equipment,40,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
57462,1.0,AS,16206,End Customer,SMB,,entrepreneurship,105,Quotation or Purchase Consultation,etc.,,,partner,LGEPS,less than 3 months,retail,,81,False
24765,0.75,AS,47466,End-Customer,Enterprise,11.0,other,12,Quotation or purchase consultation,multi-split,,,other,LGEUS,less than 3 months,residential (home),,27,False
10760,0.25,ID,43893,End-Customer,SMB,,purchasing,38,Quotation or Purchase Consultation,interactive signage,TR3DJ Series,75TR3DJ,none,LGEGF,,,,227,False
54846,0.25,IT,21492,Channel Partner,Enterprise,,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,835,False
52930,1.0,ID,17104,End-Customer,Enterprise,,other,109,Quotation or purchase consultation,video wall signage,"55"" 700 nits FHD 0.44mm Even Bezel Video Wall",55VSH7J,ceo/founder,LGECL,less than 3 months,special purpose,,580,False
768,0.75,ID,24753,End-Customer,Enterprise,,business development,259,Quotation or Purchase Consultation,oled signage,Transparent OLED Signage,55EW5G-V,manager,LGEMS,,corporate / office,Advertising,257,False
16644,0.25,AS,47466,End-Customer,Enterprise,19.0,,40,Quotation or purchase consultation,multi-split,,,none,LGEIL,,,,673,False
31297,1.0,ID,18641,Specifier/ Influencer,Enterprise,,entrepreneurship,39,Quotation or Purchase Consultation,video wall signage,"49"" 500 nits FHD Slim Bezel Video Wall",49VL5G-M,ceo/founder,LGESP,less than 3 months,corporate / office,Broadcasting & Media,480,True
47047,0.5,AS,47466,End Customer,Enterprise,16.0,,70,Quotation or Purchase Consultation,multi-split,,,none,LGEPR,more than a year,,,741,False
38066,0.5,AS,36466,End-Customer,SMB,,purchasing,134,Quotation or purchase consultation,etc.,,,associate/analyst,LGESP,,,,97,False
56561,0.5,ID,46092,End-Customer,Enterprise,2.0,,36,Quotation or Purchase Consultation,,,,director,LGESP,,retail,Fashion,279,False
19149,1.0,AS,7620,End Customer,Enterprise,,business development,40,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEIL,less than 3 months,,,9,False
23936,0.25,IT,1953,End Customer,SMB,,,67,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,541,False
20998,0.25,IT,40412,End-Customer,Enterprise,,,18,Quotation or Purchase Consultation,,,,none,LGEIS,,,,422,False
54260,1.0,AS,29610,End Customer,SMB,,program and project management,136,Quotation or Purchase Consultation,vrf,,,director,LGESP,more than a year,hospital & health care,General Hospital,97,False
59243,0.5,AS,31448,End-Customer,Enterprise,,sales,108,Quotation or purchase consultation,single-split,,,other,LGESP,,public facility,,97,False
21051,1.0,IT,13119,End Customer,SMB,,arts and design,50,Usage or Technical Consultation,monitor,,,other,LGECI,less than 3 months,,,387,False
1229,0.5,ID,31611,End-Customer,SMB,,marketing,354,Quotation or Purchase Consultation,led signage,Premium Series,,director,LGESL,,corporate / office,Advertising,298,False
52083,0.25,IT,10066,End-Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,False
14811,0.5,AS,33259,Specifier/ Influencer,Enterprise,,engineering,25,Quotation or purchase consultation,chiller,,,associate/analyst,LGEPH,,,,8,False
22134,0.0,ID,47466,End-Customer,Enterprise,16.0,operations,130,,led signage,Transparent LED Film,LAT240,none,LGEUS,,special purpose,Others,194,False
23522,1.0,ID,29480,End-Customer,SMB,0.0,information technology,218,Quotation or purchase consultation,video wall signage,"55"" 500 nits FHD 0.44mm Even Bezel Video Wall",,associate/analyst,LGESL,less than 3 months,education,Higher Education (College & University),198,False
12989,0.5,ID,42597,End Customer,SMB,,operations,326,Quotation or Purchase Consultation,hotel tv,,,none,LGETK,3 months ~ 6 months,,,285,False
53137,0.5,AS,15001,Specifier/ Influencer,SMB,,purchasing,241,Quotation or purchase consultation,single-split,,,other,LGESP,,special purpose,Others,97,False
8389,0.25,ID,28742,End-Customer,Enterprise,,business development,69,Quotation or Purchase Consultation,oled signage,Flat OLED Signage,55EJ5K,none,LGEIN,,,,253,False
35528,0.25,ID,7740,End-Customer,SMB,31.0,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,570,False
53184,0.5,AS,21617,Specifier/ Influencer,Enterprise,,engineering,69,Quotation or purchase consultation,vrf,,,ceo/founder,LGECB,,special purpose,,39,False
24745,0.75,AS,587,End-Customer,Enterprise,,purchasing,60,Quotation or purchase consultation,vrf,,,ceo/founder,LGEUS,less than 3 months,residential (home),Villa / Single-Family Home,27,False
55128,1.0,ID,40553,End-Customer,Enterprise,,other,52,Quotation or Purchase Consultation,led signage,LG MAGNIT,LSAB009,ceo/founder,LGEMS,3 months ~ 6 months,residential (home),,188,False
56972,1.0,ID,37158,End Customer,SMB,,media and communication,220,Quotation or Purchase Consultation,video wall signage,,,manager,LGEES,less than 3 months,retail,Electronics & Telco,507,True
28753,0.75,ID,25330,End-Customer,Enterprise,,program and project management,922,Technical Consultation,interactive signage,LG CreateBoard,86TR3DK,manager,LGEPL,less than 3 months,factory,Manufacturing Factory / Plant,343,False
19504,0.25,AS,47466,End Customer,Enterprise,19.0,,38,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
10982,0.75,ID,4426,Channel Partner,SMB,,information technology,1096,Quotation or Purchase Consultation,oled signage,Transparent OLED Touch Signage,55EW5TK-A,ceo/founder,LGEDG,3 months ~ 6 months,,,216,False
52948,1.0,ID,47466,Service Partner,Enterprise,53.0,business development,40,Request for Partnership,one:quick series,One:Quick Works,55CT5WJ,c-level executive,LGEMS,6 months ~ 9 months,special purpose,Others,203,False
18394,0.5,AS,2986,Specifier/ Influencer,SMB,,engineering,71,Quotation or purchase consultation,vrf,,,manager,LGEUS,,,,27,False
29585,1.0,AS,6191,End-Customer,Enterprise,,finance,41,Quotation or purchase consultation,rac,,,director,LGESP,more than a year,corporate / office,Finance,38,False
222,0.5,AS,39711,End-Customer,SMB,,information technology,58,Quotation or purchase consultation,multi-split,,,director,LGEIL,,corporate / office,IT/Software,37,False
21098,0.75,IT,30663,End Customer,SMB,,,67,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,832,True
35343,1.0,ID,20027,End Customer,Enterprise,,operations,131,Quotation or Purchase Consultation,hotel tv,,,ceo/founder,LGECL,less than 3 months,,,580,False
20413,0.75,IT,4704,Channel Partner,SMB,,,183,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
45132,0.75,AS,16960,End Customer,Enterprise,,finance,41,Quotation or Purchase Consultation,etc.,,,director,LGESP,,,,97,False
14200,1.0,AS,16050,End-Customer,Enterprise,,operations,304,Quotation or purchase consultation,multi-split,,,manager,LGEPH,less than 3 months,,,16,False
35287,0.75,ID,47413,End-Customer,Enterprise,,healthcare services,15,Quotation or Purchase Consultation,special signage,,,none,LGETT,less than 3 months,,,996,True
53751,0.5,ID,44000,End-Customer,SMB,0.0,information technology,152,Quotation or Purchase Consultation,video wall signage,,,director,LGECB,,education,Higher Education (College & University),233,False
13222,0.5,ID,39001,End Customer,Enterprise,,engineering,126,Quotation or Purchase Consultation,video wall signage,High Brightness Video Wall,,none,LGESJ,less than 3 months,,,153,False
12510,0.75,ID,24737,End-Customer,SMB,1.0,purchaser,30,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,557,True
41456,0.5,AS,11052,End-Customer,SMB,,,3,Sales Inquiry,,,,other,LGEAP,,,,66,False
54403,0.25,IT,1987,End Customer,SMB,,medical solution provider,3,Quotation or Purchase Consultation,,,31HN713D,none,LGEGF,,hospital & health care,Hospital,780,False
19627,0.25,AS,47466,End Customer,Enterprise,19.0,,68,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
44077,0.25,AS,47466,End-Customer,Enterprise,3.0,,53,Quotation or purchase consultation,heating,,,none,LGEYK,,,,107,False
21228,0.25,IT,10350,Solution Eco-Partner,SMB,,,17,Quotation or Purchase Consultation,,,,none,LGEUS,,,,375,True
22661,1.0,IT,46125,End Customer,SMB,,arts and design,247,Quotation or Purchase Consultation,monitor,,,manager,LGEUK,less than 3 months,special purpose,Others,426,False
54784,0.25,IT,17220,End Customer,Enterprise,,,35,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,589,False
3295,1.0,ID,1473,End-Customer,SMB,,administrative,239,Quotation or Purchase Consultation,led signage,High Brightness Series,LWBC026,manager,LGEUS,less than 3 months,,,206,False
15451,0.25,AS,47466,End-Customer,Enterprise,115.0,,48,Quotation or purchase consultation,multi-split,,,none,LGEPH,,,,46,False
347,1.0,AS,19207,End-Customer,SMB,,operations,247,Quotation or purchase consultation,heating,,,ceo/founder,LGEDG,less than 3 months,corporate / office,Others,126,False
35102,0.5,ID,47017,Service Partner,Enterprise,,marketing,10,Quotation or Purchase Consultation,video wall signage,,,none,LGEYK,less than 3 months,,,247,False
1713,0.75,IT,14309,End Customer,SMB,,operations,161,Quotation or Purchase Consultation,monitor,,,director,LGEUK,less than 3 months,corporate / office,,426,False
24753,0.5,AS,42109,Specifier/ Influencer,Enterprise,,engineering,131,Quotation or purchase consultation,etc.,,,manager,LGEUS,,residential (home),Villa / Single-Family Home,27,False
51931,1.0,IT,4927,End-Customer,Enterprise,,operations,126,Other,pc,,,ceo/founder,LGEFS,less than 3 months,,,394,False
22222,0.75,ID,34793,End-Customer,Enterprise,,arts and design,72,Quotation or purchase consultation,led signage,Outdoor Versatile Series,GSCA039,director,LGESA,,special purpose,,151,False
2953,0.75,ID,29252,End-Customer,Enterprise,,,194,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
23314,0.25,ID,23196,End-Customer,SMB,,administrative,174,Quotation or purchase consultation,interactive signage,,,none,LGEIL,,education,K12 Kindergarten & Schools,174,False
24133,0.25,IT,42108,End Customer,SMB,,,23,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,,831,True
35330,0.75,ID,45086,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,205,False
18486,0.25,AS,47466,End-Customer,Enterprise,11.0,,48,Quotation or purchase consultation,heating,,,none,LGEUS,,,,27,False
20149,1.0,AS,11040,Specifier/ Influencer,SMB,0.0,consulting,40,Product Information,vrf,,,associate/analyst,LGEAP,less than 3 months,,,66,False
36549,1.0,AS,1927,Channel Partner,SMB,24.0,engineering,3,Quotation or Purchase Consultation,vrf,,,intern,LGEPS,3 months ~ 6 months,,,654,False
56960,1.0,ID,8244,End Customer,SMB,,information technology,138,Quotation or Purchase Consultation,hotel tv,US660H Series,55US660H (Colombia),associate/analyst,LGECB,6 months ~ 9 months,retail,Shopping Mall,187,False
25212,0.5,ID,43394,End-Customer,SMB,,administrative,80,Quotation or purchase consultation,video wall signage,,,none,LGETK,3 months ~ 6 months,government department,,285,False
15442,0.25,AS,47466,End-Customer,Enterprise,115.0,,43,Quotation or purchase consultation,multi-split,,,none,LGEPH,,,,46,False
19745,0.25,AS,24519,End Customer,Enterprise,,engineering,10,Quotation or Purchase Consultation,,,,none,LGEIL,,,,672,False
47082,0.5,AS,47466,End Customer,Enterprise,16.0,,206,Quotation or Purchase Consultation,multi-split,,,none,LGEAR,less than 3 months,,,763,False
47094,0.25,AS,47466,End Customer,Enterprise,105.0,,61,Quotation or Purchase Consultation,heating,,,none,LGEDG,,,,126,False
47078,0.25,AS,47466,End-Customer,Enterprise,16.0,,41,Quotation or purchase consultation,multi-split,,,none,LGEAR,,,,742,False
47967,1.0,AS,24755,End Customer,SMB,,others,489,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGEIS,less than 3 months,,,341,False
1436,0.25,ID,31059,End Customer,Enterprise,,business development,2,Quotation or Purchase Consultation,video wall signage,,,none,LGEAP,,corporate / office,Advertising,307,False
54684,0.25,IT,27109,End Customer,SMB,,,33,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,835,False
12863,0.75,ID,44254,End Customer,Enterprise,,,154,Quotation or Purchase Consultation,,,,none,LGEUS,9 months ~ 1 year,,,502,False
41070,0.25,AS,47466,End-Customer,Enterprise,16.0,,44,Quotation or purchase consultation,single-split,,,none,LGESP,,,,38,False
30112,1.0,AS,10225,End Customer,SMB,,engineering,157,Quotation or Purchase Consultation,vrf,,,manager,LGESP,less than 3 months,corporate / office,Engineering,488,True
52243,0.25,IT,23042,End Customer,SMB,,,3,Quotation or Purchase Consultation,,,,none,LGEUS,,,,436,True
19917,0.5,AS,42067,Specifier/ Influencer,SMB,0.0,education,4,Quotation or Purchase Consultation,single-split,,,partner,LGEAS,,,,757,False
19560,0.25,AS,47466,End Customer,Enterprise,19.0,,46,Quotation or Purchase Consultation,multi-split,,,none,LGEIL,,,,115,False
54408,0.75,IT,21724,End-Customer,Enterprise,,clinical specialist,20,Quotation or Purchase Consultation,medical display,Digital X-ray Detectors,,manager,LGEPR,less than 3 months,hospital & health care,Clinic,190,False
56165,0.5,AS,33239,End-Customer,Enterprise,,entrepreneurship,200,Services,etc.,,,other,LGEIN,,government department,Welfare Facilities,63,False
16648,0.25,AS,47466,End-Customer,Enterprise,19.0,,19,Quotation or purchase consultation,rac,,,none,LGEIL,,,,37,False
53627,0.5,ID,46508,End-Customer,Enterprise,,education,3,Quotation or purchase consultation,education createboard,,,ceo/founder,LGEIL,,education,Institute & Academy,145,False
16917,0.25,AS,40089,Specifier/ Influencer,Enterprise,26.0,,6,Quotation or purchase consultation,,,,none,LGEIL,,,,672,False
55813,1.0,AS,21146,Developer,Enterprise,,engineering,13,Services,vrf,,,manager,LGEMS,3 months ~ 6 months,residential (home),,42,False
59179,1.0,AS,1553,End-Customer,SMB,,administrative,117,Quotation or purchase consultation,vrf,,,manager,LGESP,more than a year,public facility,Others,97,False
3233,1.0,ID,27797,Channel Partner,SMB,,business development,41,Quotation or purchase consultation,led signage,LG LED Bloc,LSAC025,director,LGEIL,3 months ~ 6 months,,,174,False
23937,0.25,IT,37688,End Customer,Enterprise,,,66,Quotation or Purchase Consultation,,,,none,LGEUS,,hospital & health care,Others,541,False
20293,0.75,IT,24446,Channel Partner,SMB,,,43,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,393,False
19911,0.25,AS,47466,End Customer,Enterprise,105.0,,147,Quotation or Purchase Consultation,multi-split,,,none,LGEUK,,,,755,False
11309,0.5,ID,25447,Channel Partner,SMB,1.0,engineering,285,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,194,False
12751,0.75,ID,27053,End-Customer,Enterprise,,marketing,109,Quotation or Purchase Consultation,interactive signage,LG CreateBoard,86TR3DK,entry level,LGEHK,,,,337,False
57386,0.5,AS,18931,Channel Partner,Enterprise,,administrative,42,Quotation or purchase consultation,heating,,,ceo/founder,LGETK,,retail,,103,False
328,1.0,AS,43588,End-Customer,SMB,,purchasing,61,Quotation or Purchase Consultation,etc.,,,manager,LGEPH,less than 3 months,corporate / office,Others,120,False
14652,0.5,AS,13743,Specifier/ Influencer,Enterprise,,engineering,24,Sales Inquiry,multi-split,,,manager,LGEPH,,,,16,False
55295,1.0,AS,15800,Specifier/ Influencer,SMB,,engineering,151,Quotation or purchase consultation,vrf,,,manager,LGETK,more than a year,residential (home),Villa / Single-Family Home,103,False
57559,0.5,AS,27152,End-Customer,SMB,,consulting,33,Trainings,chiller,,,director,LGEMS,,retail,Shopping Mall,42,False
12991,0.25,ID,43048,End Customer,SMB,,engineering,971,Quotation or Purchase Consultation,software solution,SuperSign CMS,,none,LGETK,,,,285,False
46805,0.25,AS,47466,End Customer,Enterprise,105.0,,283,Quotation or Purchase Consultation,heating,,,none,LGEPL,,,,694,False
32307,1.0,ID,39662,Channel Partner,Enterprise,,information technology,25,Quotation or purchase consultation,video wall signage,,,manager,LGEIL,less than 3 months,,,174,False
36821,0.5,AS,28442,Specifier/ Influencer,Enterprise,,sales,21,Quotation or purchase consultation,vrf,,,manager,LGEPH,,,,75,False
1772,1.0,ID,3239,Service Partner,Enterprise,,marketing,44,Quotation or purchase consultation,led signage,,,entry level,LGEIL,less than 3 months,,,165,True
35414,0.75,ID,33384,Service Partner,SMB,0.0,business development,249,Quotation or Purchase Consultation,led signage,,,ceo/founder,LGEPL,less than 3 months,,,343,False
25397,1.0,ID,45223,Channel Partner,SMB,,sales,87,Quotation or purchase consultation,interactive signage,TR3BG Series,55TR3BG,manager,LGEIL,less than 3 months,retail,Other Stores,174,False
18535,0.25,AS,47466,End-Customer,Enterprise,11.0,,67,Quotation or purchase consultation,etc.,,,none,LGEUS,,,,27,False
16907,0.25,AS,28843,End-Customer,Enterprise,,engineering,2,Quotation or purchase consultation,,,,none,LGEIL,,,,675,False
13120,0.5,ID,44300,Channel Partner,SMB,,,422,Quotation or Purchase Consultation,,,,none,LGEUS,less than 3 months,,,159,False
