bant_submit,business_unit,customer_idx,customer_type,enterprise,historical_existing_cnt,customer_job,lead_desc_length,inquiry_type,product_category,product_subcategory,product_modelname,customer_position,response_corporate,expected_timeline,business_area,business_subarea,lead_owner,is_converted
0.5,AS,2794,Specifier/ Influencer,SMB,,engineering,891,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,Construction,23,False
0.5,AS,10701,Specifier/ Influencer,SMB,2.0,engineering,229,Quotation or purchase consultation,etc.,,,partner,LGESP,,corporate / office,Engineering,97,False
0.5,AS,7239,End-Customer,SMB,,administrative,36,Quotation or purchase consultation,single-split,,,partner,LGESP,,corporate / office,Banking,23,False
0.5,AS,7764,End-Customer,Enterprise,,administrative,156,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,Engineering,38,False
0.5,AS,18883,End-Customer,Enterprise,,administrative,76,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,Others,97,False
0.5,AS,42170,End-Customer,Enterprise,,legal,90,Quotation or purchase consultation,rac,,,partner,LGESP,,corporate / office,,97,False
0.75,AS,41953,Specifier/ Influencer,Enterprise,,engineering,57,Quotation or purchase consultation,vrf,,,partner,LGESP,more than a year,corporate / office,Others,23,False
0.75,AS,35918,End-Customer,Enterprise,,sales,63,Quotation or purchase consultation,rac,,,partner,LGESP,more than a year,corporate / office,Others,23,False
0.75,AS,10171,End-Customer,Enterprise,,business development,81,Quotation or purchase consultation,vrf,,,partner,LGESP,more than a year,corporate / office,,957,False
0.75,AS,18744,Specifier/ Influencer,SMB,,other,56,Quotation or purchase consultation,single-split,,,trainee,LGESP,more than a year,corporate / office,Construction,38,False
0.25,AS,40272,Consultant,Enterprise,0.0,,3,Quotation or purchase consultation,,,,none,LGETH,,corporate / office,,683,False
0.75,AS,45629,End-Customer,SMB,,purchasing,282,Quotation or purchase consultation,etc.,,,entry level,LGEGF,less than 3 months,corporate / office,Logistics,25,False
0.5,AS,24473,End-Customer,Enterprise,,engineering,234,Quotation or purchase consultation,vrf,,,entry level,LGEPL,,corporate / office,Construction,694,False
0.5,AS,40295,End-Customer,Enterprise,2.0,engineering,273,Quotation or purchase consultation,rac,,,entry level,LGEPL,,corporate / office,Construction,694,False
0.75,AS,25315,End-Customer,SMB,,purchasing,1084,Usage or technical consultation,etc.,,,entry level,LGEPL,less than 3 months,corporate / office,Manufacturing,694,False
0.5,AS,927,Specifier/ Influencer,Enterprise,,accounting,112,Other,heating,,,entry level,LGEPL,,corporate / office,Finance,694,False
0.75,AS,28911,End-Customer,Enterprise,,administrative,15,Quotation or purchase consultation,single-split,,,ceo/founder,LGESA,less than 3 months,corporate / office,,26,False
0.75,AS,17781,End-Customer,SMB,,administrative,206,Quotation or purchase consultation,etc.,,,ceo/founder,LGECB,more than a year,corporate / office,,649,False
0.5,AS,33710,Specifier/ Influencer,Enterprise,,engineering,141,Quotation or purchase consultation,vrf,,,manager,LGECB,,corporate / office,Construction,39,False
0.5,AS,17878,End-Customer,SMB,,administrative,124,Quotation or purchase consultation,rac,,,other,LGECB,,corporate / office,Telecommunication,40,False
0.5,AS,10155,Specifier/ Influencer,SMB,,other,184,Quotation or purchase consultation,etc.,,,other,LGECB,,corporate / office,Others,39,False
0.5,AS,28009,Installer/Contractor,Enterprise,,engineering,16,Etc.,vrf,,,engineering,LGECB,,corporate / office,,39,False
0.5,AS,29830,Specifier/ Influencer,Enterprise,,engineering,56,Quotation or purchase consultation,heating,,,ceo/founder,LGETK,,corporate / office,Engineering,103,False
0.5,AS,27898,Specifier/ Influencer,SMB,,purchasing,193,Quotation or purchase consultation,rac,,,manager,LGETK,,corporate / office,Construction,103,False
0.5,AS,7990,End-Customer,SMB,,purchasing,85,Quotation or purchase consultation,single-split,,,manager,LGETK,,corporate / office,Construction,103,False
0.75,AS,14181,End-Customer,SMB,,information technology,96,Quotation or purchase consultation,etc.,,,entry level,LGETK,less than 3 months,corporate / office,,103,False
0.5,AS,13887,End-Customer,SMB,,administrative,26,Quotation or purchase consultation,vrf,,,vice president,LGETK,,corporate / office,Engineering,103,False
0.5,AS,25346,End-Customer,Enterprise,,engineering,20,Quotation or purchase consultation,multi-split,,,entry level,LGEVH,,corporate / office,Healthcare,702,False
0.5,AS,47177,End-Customer,Enterprise,,administrative,169,Quotation or purchase consultation,rac,,,manager,LGEEG,,corporate / office,,56,False
0.75,AS,34329,End-Customer,SMB,,operations,244,Quotation or purchase consultation,chiller,,,director,LGEMS,less than 3 months,corporate / office,Construction,42,False
0.5,AS,29851,End-Customer,Enterprise,,operations,41,Quotation or purchase consultation,multi-split,,,entry level,LGEAF,,corporate / office,Engineering,104,False
0.5,AS,5903,Specifier/ Influencer,Enterprise,,engineering,69,Usage or technical consultation,vrf,,,c-level executive,LGEAF,,corporate / office,Banking,104,False
1.0,AS,33802,End-Customer,Enterprise,,program and project management,36,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGEIN,less than 3 months,corporate / office,Others,658,False
1.0,AS,8711,End-Customer,SMB,0.0,engineering,3,Trainings,vrf,,,manager,LGEPS,6 months ~ 9 months,corporate / office,,654,False
1.0,AS,12392,End-Customer,Enterprise,,accounting,35,Quotation or purchase consultation,multi-split,,,partner,LGEIL,less than 3 months,corporate / office,Consulting,10,False
1.0,AS,12392,End Customer,Enterprise,,accounting,35,Quotation or Purchase Consultation,multi-split,,,partner,LGEIL,less than 3 months,corporate / office,Consulting,10,False
1.0,AS,26479,Specifier/ Influencer,Enterprise,,sales,66,Quotation or purchase consultation,vrf,,,entry level,LGESP,more than a year,corporate / office,Finance,97,False
1.0,AS,26479,Specifier/ Influencer,Enterprise,,sales,66,Quotation or Purchase Consultation,vrf,,,entry level,LGESP,more than a year,corporate / office,Finance,97,False
1.0,AS,1291,Specifier/ Influencer,SMB,,support,307,Quotation or Purchase Consultation,single-split,,,entry level,LGEPL,less than 3 months,corporate / office,Engineering,694,False
1.0,AS,1291,Specifier/ Influencer,SMB,,support,307,Quotation or Purchase Consultation,single-split,,,entry level,LGEPL,less than 3 months,corporate / office,Engineering,694,False
0.75,AS,33707,Specifier/ Influencer,SMB,0.0,business development,14,,chiller,,,partner,LGECB,less than 3 months,corporate / office,,39,False
1.0,AS,25527,Specifier/ Influencer,Enterprise,,engineering,21,Trainings,chiller,,,manager,LGEMS,less than 3 months,corporate / office,,42,False
1.0,AS,25800,Specifier/ Influencer,Enterprise,,program and project management,22,Quotation or purchase consultation,chiller,,,manager,LGEMS,3 months ~ 6 months,corporate / office,,42,False
1.0,AS,25800,Specifier/ Influencer,Enterprise,,program and project management,22,Quotation or Purchase Consultation,chiller,,,manager,LGEMS,3 months ~ 6 months,corporate / office,,42,False
1.0,AS,33696,Specifier/ Influencer,Enterprise,,engineering,3,Trainings,vrf,,,c-level executive,LGEMS,6 months ~ 9 months,corporate / office,,42,False
1.0,AS,33696,Specifier/ Influencer,Enterprise,,engineering,3,Trainings,vrf,,,c-level executive,LGEMS,6 months ~ 9 months,corporate / office,,42,False
0.75,AS,4505,End-Customer,SMB,2.0,operations,81,,multi-split,,,associate/analyst,LGEPR,3 months ~ 6 months,corporate / office,,125,False
0.75,AS,4505,End Customer,SMB,2.0,operations,81,,multi-split,,,associate/analyst,LGEPR,3 months ~ 6 months,corporate / office,,125,False
1.0,AS,10860,End Customer,SMB,,operations,320,Quotation or Purchase Consultation,vrf,,,others,LGEPR,more than a year,corporate / office,Agriculture,741,False
1.0,AS,10860,End Customer,SMB,,operations,320,Quotation or Purchase Consultation,vrf,,,others,LGEPR,more than a year,corporate / office,Agriculture,741,False
1.0,AS,34005,End Customer,Enterprise,1.0,others,341,Quotation or Purchase Consultation,etc.,,,entry level,LGEIN,less than 3 months,corporate / office,Developer/Property,743,False
1.0,AS,11135,End Customer,Enterprise,,entrepreneurship,124,Usage or Technical Consultation,vrf,,,director,LGEIN,less than 3 months,corporate / office,Manufacturing,617,False
1.0,AS,25083,Specifier/ Influencer,Enterprise,,consulting,46,Quotation or purchase consultation,multi-split,,,director,LGEIL,less than 3 months,corporate / office,Consulting,95,False
1.0,AS,25083,Specifier/ Influencer,Enterprise,,consulting,46,Quotation or Purchase Consultation,multi-split,,,director,LGEIL,less than 3 months,corporate / office,Consulting,95,False
1.0,AS,14558,Specifier/ Influencer,Enterprise,,engineering,43,Quotation or purchase consultation,vrf,,,associate/analyst,LGESP,9 months ~ 1 year,corporate / office,Engineering,97,False
1.0,AS,14558,Specifier/ Influencer,Enterprise,,engineering,43,Quotation or Purchase Consultation,vrf,,,associate/analyst,LGESP,9 months ~ 1 year,corporate / office,Engineering,97,False
1.0,AS,25321,Specifier/ Influencer,Enterprise,,consulting,76,Other,vrf,,,associate/analyst,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,25321,Specifier/ Influencer,Enterprise,,consulting,76,Others,vrf,,,associate/analyst,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,40669,Specifier/ Influencer,Enterprise,,other,252,Other,vrf,,,director,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,40669,Specifier/ Influencer,Enterprise,,others,252,Others,vrf,,,director,LGESP,more than a year,corporate / office,Others,97,False
1.0,AS,17782,Specifier/ Influencer,Enterprise,,engineering,68,Quotation or Purchase Consultation,vrf,,,partner,LGESP,more than a year,corporate / office,Engineering,97,False
1.0,AS,28767,Specifier/ Influencer,Enterprise,,others,80,Quotation or Purchase Consultation,vrf,,,others,LGESP,3 months ~ 6 months,corporate / office,Engineering,961,False
1.0,AS,28767,Specifier/ Influencer,Enterprise,,others,80,Quotation or Purchase Consultation,vrf,,,others,LGESP,3 months ~ 6 months,corporate / office,Engineering,961,False
1.0,AS,11297,Manager / Director,SMB,1.0,consulting,3,Product Information,vrf,,,manager,LGECL,less than 3 months,corporate / office,,100,False
1.0,AS,11297,Manager / Director,SMB,1.0,consulting,3,Product Information,vrf,,,manager,LGECL,less than 3 months,corporate / office,,100,False
0.75,AS,19725,Specifier/ Influencer,SMB,,engineering,32,Trainings,multi-split,,,ceo/founder,LGEMS,,corporate / office,,42,False
1.0,AS,1935,Specifier/ Influencer,SMB,,engineering,3,Trainings,rac,,,ceo/founder,LGEMS,more than a year,corporate / office,Engineering,42,False
1.0,AS,19725,Specifier/ Influencer,SMB,,engineering,32,Trainings,multi-split,,,ceo/founder,LGEMS,more than a year,corporate / office,,42,False
1.0,AS,1935,Specifier/ Influencer,SMB,,engineering,3,Trainings,etc.,,,ceo/founder,LGEMS,more than a year,corporate / office,Engineering,42,False
0.75,AS,37937,Specifier/ Influencer,SMB,4.0,engineering,41,Trainings,vrf,,,manager,LGEMS,,corporate / office,Engineering,42,False
1.0,AS,37937,Specifier/ Influencer,SMB,4.0,engineering,41,Trainings,vrf,,,manager,LGEMS,more than a year,corporate / office,Engineering,42,False
0.75,AS,45874,Specifier/ Influencer,Enterprise,,engineering,3,Product Information,vrf,,,manager,LGEMS,,corporate / office,,42,False
1.0,AS,45874,Specifier/ Influencer,Enterprise,,engineering,3,Product Information,vrf,,,manager,LGEMS,more than a year,corporate / office,,42,False
1.0,AS,26862,End-Customer,Enterprise,,engineering,43,Quotation or purchase consultation,rac,,,director,LGEMS,less than 3 months,corporate / office,Engineering,42,False
1.0,AS,26862,End Customer,Enterprise,,engineering,43,Quotation or Purchase Consultation,etc.,,,director,LGEMS,less than 3 months,corporate / office,Engineering,42,False
1.0,AS,18473,Specifier/ Influencer,Enterprise,,operations,65,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGEPR,less than 3 months,corporate / office,,741,False
1.0,AS,18473,Specifier/ Influencer,Enterprise,,operations,65,Quotation or Purchase Consultation,vrf,,,ceo/founder,LGEPR,less than 3 months,corporate / office,,741,False
1.0,AS,35100,End Customer,SMB,,administrative,96,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEPR,more than a year,corporate / office,Agriculture,741,False
1.0,AS,35100,End Customer,SMB,,administrative,96,Quotation or Purchase Consultation,multi-split,,,ceo/founder,LGEPR,more than a year,corporate / office,Agriculture,741,False
1.0,AS,44474,End-Customer,SMB,,administrative,24,Quotation or purchase consultation,vrf,,,manager,LGEPR,less than 3 months,corporate / office,Others,125,False
1.0,AS,44474,End Customer,SMB,,administrative,24,Quotation or Purchase Consultation,vrf,,,manager,LGEPR,less than 3 months,corporate / office,Others,125,False
1.0,AS,22964,Specifier/ Influencer,Enterprise,,purchasing,70,Quotation or purchase consultation,etc.,,,associate/analyst,LGEPR,9 months ~ 1 year,corporate / office,Engineering,125,False
1.0,AS,22964,Specifier/ Influencer,Enterprise,,purchasing,70,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGEPR,9 months ~ 1 year,corporate / office,Engineering,125,False
0.75,AS,42777,Specifier/ Influencer,Enterprise,1.0,other,8,Product Information,vrf,,,associate/analyst,LGEPR,,corporate / office,,125,False
1.0,AS,42777,Specifier/ Influencer,Enterprise,1.0,others,8,Product Information,vrf,,,associate/analyst,LGEPR,more than a year,corporate / office,,125,False
1.0,AS,31231,End Customer,SMB,,purchasing,833,Quotation or Purchase Consultation,etc.,,,entry level,LGEPR,more than a year,corporate / office,Telecommunication,125,False
0.75,AS,1909,Specifier/ Influencer,Enterprise,,operations,22,Product Information,multi v 5 air,,,entry level,LGEPR,,corporate / office,Others,125,False
0.75,AS,1909,Specifier/ Influencer,Enterprise,,operations,18,Product Information,vrf,,,entry level,LGEPR,,corporate / office,Others,125,False
0.75,AS,1909,Specifier/ Influencer,Enterprise,,operations,18,Product Information,vrf,,,entry level,LGEPR,,corporate / office,Others,125,False
1.0,AS,1909,Specifier/ Influencer,Enterprise,,operations,22,Product Information,vrf,,,entry level,LGEPR,more than a year,corporate / office,Others,125,False
1.0,AS,1909,Specifier/ Influencer,Enterprise,,operations,18,Product Information,vrf,,,entry level,LGEPR,more than a year,corporate / office,Others,125,False
1.0,AS,1909,Specifier/ Influencer,Enterprise,,operations,18,Product Information,vrf,,,entry level,LGEPR,more than a year,corporate / office,Others,125,False
1.0,AS,13246,Channel Partner,Enterprise,,information technology,12,Usage or technical consultation,ventilation,,,other,LGEPR,3 months ~ 6 months,corporate / office,,125,False
1.0,AS,13246,Channel Partner,Enterprise,,information technology,12,Usage or Technical Consultation,ventilation,,,others,LGEPR,3 months ~ 6 months,corporate / office,,125,False
0.75,AS,32822,Specifier/ Influencer,SMB,,engineering,3,,vrf,,,ceo/founder,LGEAR,less than 3 months,corporate / office,,742,False
1.0,AS,37701,End Customer,SMB,,sales,513,Quotation or Purchase Consultation,etc.,,,associate/analyst,LGEAR,more than a year,corporate / office,Construction,742,False
1.0,AS,10190,Specifier/ Influencer,Enterprise,,engineering,38,Quotation or Purchase Consultation,multi-split,,,partner,LGEPS,6 months ~ 9 months,corporate / office,Construction,81,False
